id,codigo,nome,dt_inicio,dt_fim,desc_resumida
cid_v937,V937,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - esqui aquático",2014-01-01,,V93.7 Esqui aquatico
cid_v938,V938,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - outras embarcações sem motor",2014-01-01,,V93.8 Outr embarcacoes s/motor
cid_v939,V939,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - embarcação não especificada",2014-01-01,,V93.9 Embarcacao NE
cid_v94,V94,Outros acidentes de transporte por água e os não especificados,2014-01-01,,V94 Outr acid transp p/agua e os NE
cid_v940,V940,Outros acidentes de transporte por água e os não especificados - navio mercante,2014-01-01,,V94.0 Navio mercante
cid_v941,V941,Outros acidentes de transporte por água e os não especificados - navio de passageiros,2014-01-01,,V94.1 Navio de passageiros
cid_v942,V942,Outros acidentes de transporte por água e os não especificados - barco de pesca,2014-01-01,,V94.2 Barco de pesca
cid_v943,V943,Outros acidentes de transporte por água e os não especificados - outras embarcações a motor,2014-01-01,,V94.3 Outr embarcacoes a motor
cid_v944,V944,Outros acidentes de transporte por água e os não especificados - barco a vela,2014-01-01,,V94.4 Barco a vela
cid_v945,V945,Outros acidentes de transporte por água e os não especificados - caiaque ou canoa,2014-01-01,,V94.5 Caiaque ou canoa
cid_v946,V946,Outros acidentes de transporte por água e os não especificados - bote inflável (sem motor),2014-01-01,,V94.6 Bote inflavel
cid_v947,V947,Outros acidentes de transporte por água e os não especificados - esqui aquático,2014-01-01,,V94.7 Esqui aquatico
cid_v948,V948,Outros acidentes de transporte por água e os não especificados - outras embarcações sem motor,2014-01-01,,V94.8 Outr embarcacoes s/motor
cid_v949,V949,Outros acidentes de transporte por água e os não especificados - embarcação não especificada,2014-01-01,,V94.9 Embarcacao NE
cid_v95,V95,Acidente de aeronave a motor causando traumatismo ao ocupante,2014-01-01,,V95 Acid de aeronave mot causando traum ao ocup
cid_v950,V950,Acidente de helicóptero causando traumatismo a ocupante,2014-01-01,,V95.0 Acid de helicoptero causando traum a ocup
cid_v951,V951,Acidente de planador motorizado e ultraleve causando traumatismo a ocupante,2014-01-01,,V95.1 Acid planador mot ultraleve caus traum ocup
cid_v952,V952,Acidente de outra aeronave de asa fixa de uso particular causando traumatismo a ocupante,2014-01-01,,V95.2 Acid out aeron asa fix part caus traum ocup
cid_v953,V953,Acidente de aeronave de asa fixa de uso comercial causando traumatismo a ocupante,2014-01-01,,V95.3 Acid aeron asa fixa comerc caus traum ocup
cid_v954,V954,Acidente de nave espacial causando traumatismo a ocupante,2014-01-01,,V95.4 Acid de nave espacial causando traum a ocup
cid_v958,V958,Outros acidente de aeronaves causando traumatismo a ocupante,2014-01-01,,V95.8 Outr acid de aeronaves causando traum a ocup
cid_v959,V959,Acidente de aeronave não especificada causando traumatismo a ocupante,2014-01-01,,V95.9 Acid de aeronave NE causando traum a ocup
cid_v96,V96,Acidente de uma aeronave sem motor causando traumatismo a ocupante,2014-01-01,,V96 Acid aeronave s/motor causando traum a ocup
cid_v960,V960,Acidente de balão causando traumatismo a ocupante,2014-01-01,,V96.0 Acid de balao causando traum a ocup
cid_v961,V961,Acidente de asa delta causando traumatismo a ocupante,2014-01-01,,V96.1 Acid de asa delta causando traum a ocup
cid_v962,V962,Acidente de planador (não-motorizado) causando traumatismo a ocupante,2014-01-01,,V96.2 Acid de planador causando traum a ocup
cid_v968,V968,Outros acidentes de aeronaves não-motorizadas causando traumatismo a ocupante,2014-01-01,,V96.8 Outr acid aeronaves n-mot caus traum a ocup
cid_v969,V969,Acidente não especificado de aeronave não-motorizada causando traumatismo a ocupante,2014-01-01,,V96.9 Acid NE aeronave n-mot caus traum a ocup
cid_v97,V97,Outros acidentes especificados de transporte aéreo,2014-01-01,,V97 Outr acid espec de transporte aereo
cid_v970,V970,Ocupante de uma aeronave traumatizado em outros acidentes de transporte aéreo especificados,2014-01-01,,V97.0 Ocup aeron traum out acid transp aereo espec
cid_v971,V971,Pessoa traumatizada ao embarcar em ou desembarcar de uma aeronave,2014-01-01,,V97.1 Pessoa traum embarcar desembarcar aeronave
cid_v972,V972,Paraquedista traumatizado em acidente de transporte aéreo,2014-01-01,,V97.2 Paraquedista traum acid transp aereo
cid_v973,V973,Pessoa em terra traumatizada em acidente de transporte aéreo,2014-01-01,,V97.3 Pessoa em terra traum acid transp aereo
cid_v978,V978,Outros acidentes de transporte aéreo não classificados em outra parte,2014-01-01,,V97.8 Outr acid transp aereo NCOP
cid_v98,V98,Outros acidentes de transporte especificados,2014-01-01,,V98 Outr acid transp espec
cid_v99,V99,Acidente de transporte não especificado,2014-01-01,,V99 Acid transp NE
cid_w00,W00,Queda no mesmo nível envolvendo gelo e neve,2014-01-01,,W00 Queda mesmo nivel envolv gelo e neve
cid_w000,W000,Queda no mesmo nível envolvendo gelo e neve - residência,2014-01-01,,W00.0 Residencia
cid_w001,W001,Queda no mesmo nível envolvendo gelo e neve - habitação coletiva,2014-01-01,,W00.1 Habitacao coletiva
cid_w002,W002,"Queda no mesmo nível envolvendo gelo e neve - escolas, outras instituições e áreas de administração pública",2014-01-01,,W00.2 Escolas outr instit areas admin publica
cid_w003,W003,Queda no mesmo nível envolvendo gelo e neve - área para a prática de esportes e atletismo,2014-01-01,,W00.3 Area p/a pratica de esportes e atletismo
cid_w004,W004,Queda no mesmo nível envolvendo gelo e neve - rua e estrada,2014-01-01,,W00.4 Rua e estrada
cid_w005,W005,Queda no mesmo nível envolvendo gelo e neve - áreas de comércio e de serviços,2014-01-01,,W00.5 Areas de comercio e de servicos
cid_w006,W006,Queda no mesmo nível envolvendo gelo e neve - áreas industriais e em construção,2014-01-01,,W00.6 Areas industriais e em construcao
cid_w007,W007,Queda no mesmo nível envolvendo gelo e neve - fazenda,2014-01-01,,W00.7 Fazenda
cid_w008,W008,Queda no mesmo nível envolvendo gelo e neve - outros locais especificados,2014-01-01,,W00.8 Outr locais espec
cid_w009,W009,Queda no mesmo nível envolvendo gelo e neve - local não especificado,2014-01-01,,W00.9 Local NE
cid_w01,W01,"Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés]",2014-01-01,,W01 Queda mesmo nivel escorr tropec passo falso
cid_w010,W010,"Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés] - residência",2014-01-01,,W01.0 Residencia
cid_w011,W011,"Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés] - habitação coletiva",2014-01-01,,W01.1 Habitacao coletiva
cid_w012,W012,"Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés] - escolas, outras instituições e áreas de administração pública",2014-01-01,,W01.2 Escolas outr instit areas admin publica
cid_w013,W013,"Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés] - área para a prática de esportes e atletismo",2014-01-01,,W01.3 Area p/a pratica de esportes e atletismo
cid_w014,W014,"Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés] - rua e estrada",2014-01-01,,W01.4 Rua e estrada
cid_w015,W015,"Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés] - áreas de comércio e de serviços",2014-01-01,,W01.5 Areas de comercio e de servicos
cid_w016,W016,"Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés] - áreas industriais e em construção",2014-01-01,,W01.6 Areas industriais e em construcao
cid_w017,W017,"Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés] - fazenda",2014-01-01,,W01.7 Fazenda
cid_w018,W018,"Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés] - outros locais especificados",2014-01-01,,W01.8 Outr locais espec
cid_w019,W019,"Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés] - local não especificado",2014-01-01,,W01.9 Local NE
cid_w02,W02,"Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas",2014-01-01,,W02 Queda env patins rodas gelo esqui pranch rod
cid_w020,W020,"Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas - residência",2014-01-01,,W02.0 Residencia
cid_w021,W021,"Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas - habitação coletiva",2014-01-01,,W02.1 Habitacao coletiva
cid_w022,W022,"Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas - escolas, outras instituições e áreas de administração pública",2014-01-01,,W02.2 Escolas outr instit areas admin publica
cid_w023,W023,"Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas - área para a prática de esportes e atletismo",2014-01-01,,W02.3 Area p/a pratica de esportes e atletismo
cid_w024,W024,"Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas - rua e estrada",2014-01-01,,W02.4 Rua e estrada
cid_w025,W025,"Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas - áreas de comércio e de serviços",2014-01-01,,W02.5 Areas de comercio e de servicos
cid_w026,W026,"Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas - áreas industriais e em construção",2014-01-01,,W02.6 Areas industriais e em construcao
cid_w027,W027,"Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas - fazenda",2014-01-01,,W02.7 Fazenda
cid_w028,W028,"Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas - outros locais especificados",2014-01-01,,W02.8 Outr locais espec
cid_w029,W029,"Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas - local não especificado",2014-01-01,,W02.9 Local NE
cid_w03,W03,Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa,2014-01-01,,W03 Outr qued mesmo niv colis empurrao outr pess
cid_w030,W030,Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa - residência,2014-01-01,,W03.0 Residencia
cid_w031,W031,Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa - habitação coletiva,2014-01-01,,W03.1 Habitacao coletiva
cid_w032,W032,"Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa - escolas, outras instituições e áreas de administração pública",2014-01-01,,W03.2 Escolas outr instit areas admin publica
cid_w033,W033,Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa - área para a prática de esportes e atletismo,2014-01-01,,W03.3 Area p/a pratica de esportes e atletismo
cid_w034,W034,Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa - rua e estrada,2014-01-01,,W03.4 Rua e estrada
cid_w035,W035,Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa - áreas de comércio e de serviços,2014-01-01,,W03.5 Areas de comercio e de servicos
cid_w036,W036,Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa - áreas industriais e em construção,2014-01-01,,W03.6 Areas industriais e em construcao
cid_w037,W037,Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa - fazenda,2014-01-01,,W03.7 Fazenda
cid_w038,W038,Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa - outros locais especificados,2014-01-01,,W03.8 Outr locais espec
cid_w039,W039,Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa - local não especificado,2014-01-01,,W03.9 Local NE
cid_w04,W04,"Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s)",2014-01-01,,W04 Queda enquanto carreg apoiado p/outr pessoas
cid_w040,W040,"Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s) - residência",2014-01-01,,W04.0 Residencia
cid_w041,W041,"Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s) - habitação coletiva",2014-01-01,,W04.1 Habitacao coletiva
cid_w042,W042,"Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s) - escolas, outras instituições e áreas de administração pública",2014-01-01,,W04.2 Escolas outr instit areas admin publica
cid_w043,W043,"Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s) - área para a prática de esportes e atletismo",2014-01-01,,W04.3 Area p/a pratica de esportes e atletismo
cid_w044,W044,"Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s) - rua e estrada",2014-01-01,,W04.4 Rua e estrada
cid_w045,W045,"Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s) - áreas de comércio e de serviços",2014-01-01,,W04.5 Areas de comercio e de servicos
cid_w046,W046,"Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s) - áreas industriais e em construção",2014-01-01,,W04.6 Areas industriais e em construcao
cid_w047,W047,"Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s) - fazenda",2014-01-01,,W04.7 Fazenda
cid_w048,W048,"Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s) - outros locais especificados",2014-01-01,,W04.8 Outr locais espec
cid_w049,W049,"Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s) - local não especificado",2014-01-01,,W04.9 Local NE
cid_w05,W05,Queda envolvendo uma cadeira de rodas,2014-01-01,,W05 Queda envolv uma cadeira de rodas
cid_w050,W050,Queda envolvendo uma cadeira de rodas - residência,2014-01-01,,W05.0 Residencia
cid_w051,W051,Queda envolvendo uma cadeira de rodas - habitação coletiva,2014-01-01,,W05.1 Habitacao coletiva
cid_w052,W052,"Queda envolvendo uma cadeira de rodas - escolas, outras instituições e áreas de administração pública",2014-01-01,,W05.2 Escolas outr instit areas admin publica
cid_w053,W053,Queda envolvendo uma cadeira de rodas - área para a prática de esportes e atletismo,2014-01-01,,W05.3 Area p/a pratica de esportes e atletismo
cid_w054,W054,Queda envolvendo uma cadeira de rodas - rua e estrada,2014-01-01,,W05.4 Rua e estrada
cid_w055,W055,Queda envolvendo uma cadeira de rodas - áreas de comércio e de serviços,2014-01-01,,W05.5 Areas de comercio e de servicos
cid_w056,W056,Queda envolvendo uma cadeira de rodas - áreas industriais e em construção,2014-01-01,,W05.6 Areas industriais e em construcao
cid_w057,W057,Queda envolvendo uma cadeira de rodas - fazenda,2014-01-01,,W05.7 Fazenda
cid_w058,W058,Queda envolvendo uma cadeira de rodas - outros locais especificados,2014-01-01,,W05.8 Outr locais espec
cid_w059,W059,Queda envolvendo uma cadeira de rodas - local não especificado,2014-01-01,,W05.9 Local NE
cid_w06,W06,Queda de um leito,2014-01-01,,W06 Queda de um leito
cid_w060,W060,Queda de um leito - residência,2014-01-01,,W06.0 Residencia
cid_w061,W061,Queda de um leito - habitação coletiva,2014-01-01,,W06.1 Habitacao coletiva
cid_w062,W062,"Queda de um leito - escolas, outras instituições e áreas de administração pública",2014-01-01,,W06.2 Escolas outr instit areas admin publica
cid_w063,W063,Queda de um leito - área para a prática de esportes e atletismo,2014-01-01,,W06.3 Area p/a pratica de esportes e atletismo
cid_w064,W064,Queda de um leito - rua e estrada,2014-01-01,,W06.4 Rua e estrada
cid_w065,W065,Queda de um leito - áreas de comércio e de serviços,2014-01-01,,W06.5 Areas de comercio e de servicos
cid_w066,W066,Queda de um leito - áreas industriais e em construção,2014-01-01,,W06.6 Areas industriais e em construcao
cid_w067,W067,Queda de um leito - fazenda,2014-01-01,,W06.7 Fazenda
cid_w068,W068,Queda de um leito - outros locais especificados,2014-01-01,,W06.8 Outr locais espec
cid_w069,W069,Queda de um leito - local não especificado,2014-01-01,,W06.9 Local NE
cid_w07,W07,Queda de uma cadeira,2014-01-01,,W07 Queda de uma cadeira
cid_w070,W070,Queda de uma cadeira - residência,2014-01-01,,W07.0 Residencia
cid_w071,W071,Queda de uma cadeira - habitação coletiva,2014-01-01,,W07.1 Habitacao coletiva
cid_w072,W072,"Queda de uma cadeira - escolas, outras instituições e áreas de administração pública",2014-01-01,,W07.2 Escolas outr instit areas admin publica
cid_w073,W073,Queda de uma cadeira - área para a prática de esportes e atletismo,2014-01-01,,W07.3 Area p/a pratica de esportes e atletismo
cid_w074,W074,Queda de uma cadeira - rua e estrada,2014-01-01,,W07.4 Rua e estrada
cid_w075,W075,Queda de uma cadeira - áreas de comércio e de serviços,2014-01-01,,W07.5 Areas de comercio e de servicos
cid_w076,W076,Queda de uma cadeira - áreas industriais e em construção,2014-01-01,,W07.6 Areas industriais e em construcao
cid_w077,W077,Queda de uma cadeira - fazenda,2014-01-01,,W07.7 Fazenda
cid_w078,W078,Queda de uma cadeira - outros locais especificados,2014-01-01,,W07.8 Outr locais espec
cid_w079,W079,Queda de uma cadeira - local não especificado,2014-01-01,,W07.9 Local NE
cid_w08,W08,Queda de outro tipo de mobília,2014-01-01,,W08 Queda de outr tipo de mobilia
cid_w080,W080,Queda de outro tipo de mobília - residência,2014-01-01,,W08.0 Residencia
cid_w081,W081,Queda de outro tipo de mobília - habitação coletiva,2014-01-01,,W08.1 Habitacao coletiva
cid_w082,W082,"Queda de outro tipo de mobília - escolas, outras instituições e áreas de administração pública",2014-01-01,,W08.2 Escolas outr instit areas admin publica
cid_w083,W083,Queda de outro tipo de mobília - área para a prática de esportes e atletismo,2014-01-01,,W08.3 Area p/a pratica de esportes e atletismo
cid_w084,W084,Queda de outro tipo de mobília - rua e estrada,2014-01-01,,W08.4 Rua e estrada
cid_w085,W085,Queda de outro tipo de mobília - áreas de comércio e de serviços,2014-01-01,,W08.5 Areas de comercio e de servicos
cid_w086,W086,Queda de outro tipo de mobília - áreas industriais e em construção,2014-01-01,,W08.6 Areas industriais e em construcao
cid_w087,W087,Queda de outro tipo de mobília - fazenda,2014-01-01,,W08.7 Fazenda
cid_w088,W088,Queda de outro tipo de mobília - outros locais especificados,2014-01-01,,W08.8 Outr locais espec
cid_w089,W089,Queda de outro tipo de mobília - local não especificado,2014-01-01,,W08.9 Local NE
cid_w09,W09,"Queda envolvendo equipamento de """"playground""""",2014-01-01,,W09 Queda envolv equipamento de playground
cid_w090,W090,"Queda envolvendo equipamento de """"playground"""" - residência",2014-01-01,,W09.0 Residencia
cid_w091,W091,"Queda envolvendo equipamento de """"playground"""" - habitação coletiva",2014-01-01,,W09.1 Habitacao coletiva
cid_w092,W092,"Queda envolvendo equipamento de """"playground"""" - escolas, outras instituições e áreas de administração pública",2014-01-01,,W09.2 Escolas outr instit areas admin publica
cid_w093,W093,"Queda envolvendo equipamento de """"playground"""" - área para a prática de esportes e atletismo",2014-01-01,,W09.3 Area p/a pratica de esportes e atletismo
cid_w094,W094,"Queda envolvendo equipamento de """"playground"""" - rua e estrada",2014-01-01,,W09.4 Rua e estrada
cid_w095,W095,"Queda envolvendo equipamento de """"playground"""" - áreas de comércio e de serviços",2014-01-01,,W09.5 Areas de comercio e de servicos
cid_w096,W096,"Queda envolvendo equipamento de """"playground"""" - áreas industriais e em construção",2014-01-01,,W09.6 Areas industriais e em construcao
cid_w097,W097,"Queda envolvendo equipamento de """"playground"""" - fazenda",2014-01-01,,W09.7 Fazenda
cid_w098,W098,"Queda envolvendo equipamento de """"playground"""" - outros locais especificados",2014-01-01,,W09.8 Outr locais espec
cid_w099,W099,"Queda envolvendo equipamento de """"playground"""" - local não especificado",2014-01-01,,W09.9 Local NE
cid_w10,W10,Queda em ou de escadas ou degraus,2014-01-01,,W10 Queda em ou de escadas ou degraus
cid_w100,W100,Queda em ou de escadas ou degraus - residência,2014-01-01,,W10.0 Residencia
cid_w101,W101,Queda em ou de escadas ou degraus - habitação coletiva,2014-01-01,,W10.1 Habitacao coletiva
cid_w102,W102,"Queda em ou de escadas ou degraus - escolas, outras instituições e áreas de administração pública",2014-01-01,,W10.2 Escolas outr instit areas admin publica
cid_w103,W103,Queda em ou de escadas ou degraus - área para a prática de esportes e atletismo,2014-01-01,,W10.3 Area p/a pratica de esportes e atletismo
cid_w104,W104,Queda em ou de escadas ou degraus - rua e estrada,2014-01-01,,W10.4 Rua e estrada
cid_w105,W105,Queda em ou de escadas ou degraus - áreas de comércio e de serviços,2014-01-01,,W10.5 Areas de comercio e de servicos
cid_w106,W106,Queda em ou de escadas ou degraus - áreas industriais e em construção,2014-01-01,,W10.6 Areas industriais e em construcao
cid_w107,W107,Queda em ou de escadas ou degraus - fazenda,2014-01-01,,W10.7 Fazenda
cid_w108,W108,Queda em ou de escadas ou degraus - outros locais especificados,2014-01-01,,W10.8 Outr locais espec
cid_w109,W109,Queda em ou de escadas ou degraus - local não especificado,2014-01-01,,W10.9 Local NE
cid_w11,W11,Queda em ou de escadas de mão,2014-01-01,,W11 Queda em ou de escadas de mao
cid_w110,W110,Queda em ou de escadas de mão - residência,2014-01-01,,W11.0 Residencia
cid_w111,W111,Queda em ou de escadas de mão - habitação coletiva,2014-01-01,,W11.1 Habitacao coletiva
cid_w112,W112,"Queda em ou de escadas de mão - escolas, outras instituições e áreas de administração pública",2014-01-01,,W11.2 Escolas outr instit areas admin publica
cid_w113,W113,Queda em ou de escadas de mão - área para a prática de esportes e atletismo,2014-01-01,,W11.3 Area p/a pratica de esportes e atletismo
cid_w114,W114,Queda em ou de escadas de mão - rua e estrada,2014-01-01,,W11.4 Rua e estrada
cid_w115,W115,Queda em ou de escadas de mão - áreas de comércio e de serviços,2014-01-01,,W11.5 Areas de comercio e de servicos
cid_w116,W116,Queda em ou de escadas de mão - áreas industriais e em construção,2014-01-01,,W11.6 Areas industriais e em construcao
cid_w117,W117,Queda em ou de escadas de mão - fazenda,2014-01-01,,W11.7 Fazenda
cid_w118,W118,Queda em ou de escadas de mão - outros locais especificados,2014-01-01,,W11.8 Outr locais espec
cid_w119,W119,Queda em ou de escadas de mão - local não especificado,2014-01-01,,W11.9 Local NE
cid_w12,W12,Queda em ou de um andaime,2014-01-01,,W12 Queda em ou de um andaime
cid_w120,W120,Queda em ou de um andaime - residência,2014-01-01,,W12.0 Residencia
cid_w121,W121,Queda em ou de um andaime - habitação coletiva,2014-01-01,,W12.1 Habitacao coletiva
cid_w122,W122,"Queda em ou de um andaime - escolas, outras instituições e áreas de administração pública",2014-01-01,,W12.2 Escolas outr instit areas admin publica
cid_w123,W123,Queda em ou de um andaime - área para a prática de esportes e atletismo,2014-01-01,,W12.3 Area p/a pratica de esportes e atletismo
cid_w124,W124,Queda em ou de um andaime - rua e estrada,2014-01-01,,W12.4 Rua e estrada
cid_w125,W125,Queda em ou de um andaime - áreas de comércio e de serviços,2014-01-01,,W12.5 Areas de comercio e de servicos
cid_w126,W126,Queda em ou de um andaime - áreas industriais e em construção,2014-01-01,,W12.6 Areas industriais e em construcao
cid_w127,W127,Queda em ou de um andaime - fazenda,2014-01-01,,W12.7 Fazenda
cid_w128,W128,Queda em ou de um andaime - outros locais especificados,2014-01-01,,W12.8 Outr locais espec
cid_w129,W129,Queda em ou de um andaime - local não especificado,2014-01-01,,W12.9 Local NE
cid_w13,W13,Queda de ou para fora de edifícios ou outras estruturas,2014-01-01,,W13 Queda de ou p/fora edificios outr estruturas
cid_w130,W130,Queda de ou para fora de edifícios ou outras estruturas - residência,2014-01-01,,W13.0 Residencia
cid_w131,W131,Queda de ou para fora de edifícios ou outras estruturas - habitação coletiva,2014-01-01,,W13.1 Habitacao coletiva
cid_w132,W132,"Queda de ou para fora de edifícios ou outras estruturas - escolas, outras instituições e áreas de administração pública",2014-01-01,,W13.2 Escolas outr instit areas admin publica
cid_w133,W133,Queda de ou para fora de edifícios ou outras estruturas - área para a prática de esportes e atletismo,2014-01-01,,W13.3 Area p/a pratica de esportes e atletismo
cid_w134,W134,Queda de ou para fora de edifícios ou outras estruturas - rua e estrada,2014-01-01,,W13.4 Rua e estrada
cid_w135,W135,Queda de ou para fora de edifícios ou outras estruturas - áreas de comércio e de serviços,2014-01-01,,W13.5 Areas de comercio e de servicos
cid_w136,W136,Queda de ou para fora de edifícios ou outras estruturas - áreas industriais e em construção,2014-01-01,,W13.6 Areas industriais e em construcao
cid_w137,W137,Queda de ou para fora de edifícios ou outras estruturas - fazenda,2014-01-01,,W13.7 Fazenda
cid_w138,W138,Queda de ou para fora de edifícios ou outras estruturas - outros locais especificados,2014-01-01,,W13.8 Outr locais espec
cid_w139,W139,Queda de ou para fora de edifícios ou outras estruturas - local não especificado,2014-01-01,,W13.9 Local NE
cid_w14,W14,Queda de árvore,2014-01-01,,W14 Queda de arvore
cid_w140,W140,Queda de árvore - residência,2014-01-01,,W14.0 Residencia
cid_w141,W141,Queda de árvore - habitação coletiva,2014-01-01,,W14.1 Habitacao coletiva
cid_w142,W142,"Queda de árvore - escolas, outras instituições e áreas de administração pública",2014-01-01,,W14.2 Escolas outr instit areas admin publica
cid_w143,W143,Queda de árvore - área para a prática de esportes e atletismo,2014-01-01,,W14.3 Area p/a pratica de esportes e atletismo
cid_w144,W144,Queda de árvore - rua e estrada,2014-01-01,,W14.4 Rua e estrada
cid_w145,W145,Queda de árvore - áreas de comércio e de serviços,2014-01-01,,W14.5 Areas de comercio e de servicos
cid_w146,W146,Queda de árvore - áreas industriais e em construção,2014-01-01,,W14.6 Areas industriais e em construcao
cid_w147,W147,Queda de árvore - fazenda,2014-01-01,,W14.7 Fazenda
cid_w148,W148,Queda de árvore - outros locais especificados,2014-01-01,,W14.8 Outr locais espec
cid_w149,W149,Queda de árvore - local não especificado,2014-01-01,,W14.9 Local NE
cid_w15,W15,Queda de penhasco,2014-01-01,,W15 Queda de penhasco
cid_w150,W150,Queda de penhasco - residência,2014-01-01,,W15.0 Residencia
cid_w151,W151,Queda de penhasco - habitação coletiva,2014-01-01,,W15.1 Habitacao coletiva
cid_w152,W152,"Queda de penhasco - escolas, outras instituições e áreas de administração pública",2014-01-01,,W15.2 Escolas outr instit areas admin publica
cid_w153,W153,Queda de penhasco - área para a prática de esportes e atletismo,2014-01-01,,W15.3 Area p/a pratica de esportes e atletismo
cid_w154,W154,Queda de penhasco - rua e estrada,2014-01-01,,W15.4 Rua e estrada
cid_w155,W155,Queda de penhasco - áreas de comércio e de serviços,2014-01-01,,W15.5 Areas de comercio e de servicos
cid_w156,W156,Queda de penhasco - áreas industriais e em construção,2014-01-01,,W15.6 Areas industriais e em construcao
cid_w157,W157,Queda de penhasco - fazenda,2014-01-01,,W15.7 Fazenda
cid_w158,W158,Queda de penhasco - outros locais especificados,2014-01-01,,W15.8 Outr locais espec
cid_w159,W159,Queda de penhasco - local não especificado,2014-01-01,,W15.9 Local NE
cid_w16,W16,Mergulho ou pulo na água causando outro traumatismo que não afogamento ou submersão,2014-01-01,,W16 Merg pulo agua caus out traum n afog submers
cid_w160,W160,Mergulho ou pulo na água causando outro traumatismo que não afogamento ou submersão - residência,2014-01-01,,W16.0 Residencia
cid_w161,W161,Mergulho ou pulo na água causando outro traumatismo que não afogamento ou submersão - habitação coletiva,2014-01-01,,W16.1 Habitacao coletiva
cid_w162,W162,"Mergulho ou pulo na água causando outro traumatismo que não afogamento ou submersão - escolas, outras instituições e áreas de administração pública",2014-01-01,,W16.2 Escolas outr instit areas admin publica
cid_w163,W163,Mergulho ou pulo na água causando outro traumatismo que não afogamento ou submersão - área para a prática de esportes e atletismo,2014-01-01,,W16.3 Area p/a pratica de esportes e atletismo
cid_w164,W164,Mergulho ou pulo na água causando outro traumatismo que não afogamento ou submersão - rua e estrada,2014-01-01,,W16.4 Rua e estrada
cid_w165,W165,Mergulho ou pulo na água causando outro traumatismo que não afogamento ou submersão - áreas de comércio e de serviços,2014-01-01,,W16.5 Areas de comercio e de servicos
cid_w166,W166,Mergulho ou pulo na água causando outro traumatismo que não afogamento ou submersão - áreas industriais e em construção,2014-01-01,,W16.6 Areas industriais e em construcao
cid_w167,W167,Mergulho ou pulo na água causando outro traumatismo que não afogamento ou submersão - fazenda,2014-01-01,,W16.7 Fazenda
cid_w168,W168,Mergulho ou pulo na água causando outro traumatismo que não afogamento ou submersão - outros locais especificados,2014-01-01,,W16.8 Outr locais espec
cid_w169,W169,Mergulho ou pulo na água causando outro traumatismo que não afogamento ou submersão - local não especificado,2014-01-01,,W16.9 Local NE
cid_w17,W17,Outras quedas de um nível a outro,2014-01-01,,W17 Outr quedas de um nivel a outr
